image,model,json_ok,have_headline,have_logo,num_head_boxes,num_logo_boxes,margin_ok_text,margin_ok_logo,ar_text,ar_logo,area_text,area_logo,iou_subject_text,iou_subject_logo,iou_text_logo,energy_text,energy_logo,negspace_compliance,prompt_len,composite_score,headline_suggestion,background_prompt
100.png,lora,1,1,1,1,1,0,1,4.6667,1.25,0.105,0.008,0.105,0.008,0.0,0.0427,0.006,1.0,22,3.9157,,室内场景，木质地板，浅色墙壁，柔和自然光线。
101.png,lora,1,1,1,2,1,0,1,7.0,1.0,0.07,0.01,0.07,0.01,0.0,0.0297,0.0479,1.0,110,4.0386,,"a woman sleeping on a blue neck pillow against a light blue background, soft lighting, eye-level camera angle."
102.png,lora,1,1,1,1,1,1,1,4.6667,1.0,0.105,0.01,0.105,0.01,0.0,0.0381,0.0357,1.0,126,4.9115,,"A young girl wearing a pink and white striped long-sleeved shirt, smiling and laughing. The background is a soft pastel color."
103.png,lora,1,1,1,1,1,0,1,4.3333,1.25,0.0975,0.008,0.0975,0.008,0.0,0.027,0.0111,1.0,93,4.0293,,a person wearing black pants standing in a living room with a beige sofa and a brown handbag.
104.png,lora,1,1,1,1,1,0,1,3.0,2.0,0.03,0.005,0.03,0.005,0.0,0.0555,0.0046,1.0,101,3.6623,,"a man wearing light blue thermal underwear against a plain background, soft lighting, eye-level shot."
105.png,lora,1,1,1,1,1,0,1,6.0,1.6,0.06,0.004,0.06,0.004,0.0,0.0885,0.004,1.0,102,4.0221,,"a child sleeping on a bed with a pink blanket and white pillow, soft lighting, eye-level camera angle."
106.png,lora,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0,0.0,,
107.png,lora,1,1,1,1,1,1,1,4.0,0.5,0.09,0.005,0.09,0.005,0.0,0.066,0.0258,1.0,129,4.6097,,A woman wearing a large grey backpack against a white fence background. The backpack has multiple compartments and a brand label.
108.png,lora,1,1,1,1,1,1,1,4.0,2.0,0.09,0.005,0.09,0.005,0.0,0.0591,0.0163,1.0,107,4.6158,,"a green background with a man wearing black pajama pants, soft lighting from front, eye-level camera angle."
109.png,lora,1,1,1,1,1,0,1,4.3333,2.0,0.0975,0.005,0.0975,0.005,0.0,0.1121,0.0362,1.0,22,3.8747,,一位穿着时尚的女性模特，背景为柔和的棕色调。
11.png,lora,1,1,1,1,1,1,0,6.8333,6.25,0.0984,0.04,0.0984,0.04,0.3411,0.0465,0.049,1.0,104,4.0752,,"a plain white background with two women wearing tank tops and jeans, one in pink and the other in black."
110.png,lora,1,1,1,1,1,0,1,4.0,4.0,0.09,0.01,0.09,0.01,0.0,0.0439,0.0051,1.0,20,3.6246,,车内环境，婴儿坐在汽车座椅上，背景模糊。
111.png,lora,1,1,1,1,1,0,1,4.0,1.0,0.09,0.01,0.09,0.01,0.0,0.1305,0.1701,1.0,16,3.8397,,室内服装店环境，模特站在镜子前。
112.png,lora,1,1,1,1,1,0,0,4.0,1.0,0.09,0.01,0.09,0.01,0.0,0.0323,0.0257,1.0,107,3.6275,,A woman sleeping on a white memory foam pillow against a blue background. The pillow has a label with text.
113.png,lora,1,1,1,1,1,0,1,8.0,2.0,0.08,0.005,0.08,0.005,0.0,0.0509,0.0021,1.0,116,4.0305,,A model wearing a white knit sweater with a floral lace collar and pearl accessories. The background is plain white.
114.png,lora,1,1,1,1,1,0,1,5.5,2.0,0.055,0.005,0.055,0.005,0.0,0.0904,0.0847,1.0,108,4.0078,,"a man standing on a sidewalk holding a cushion, a car and a building in the background, clear sky, sunny day"
115.png,lora,1,1,1,4,1,0,1,7.0,1.0,0.07,0.0025,0.07,0.0025,0.0,0.05,0.0001,1.0,16,3.9397,,简洁的白色背景，突出产品和品牌。
116.png,lora,1,1,1,1,1,1,1,2.0,1.5,0.045,0.015,0.045,0.015,0.0,0.0324,0.0398,1.0,93,4.7369,,"A woman wearing a beige bra, holding it up to show its design. Soft lighting, eye-level shot."
117.png,lora,1,1,1,1,1,1,1,6.0,1.0,0.06,0.01,0.06,0.01,0.0,0.0359,0.03,1.0,18,4.5455,,简洁的大理石纹理背景，突出产品细节。
118.png,lora,1,1,1,1,1,0,1,4.6667,2.0,0.105,0.02,0.105,0.02,0.0,0.0667,0.0891,1.0,110,4.2287,,"a woman holding a pet carrier bag with a small white dog, green ivy background, soft lighting, eye-level shot."
119.png,lora,1,1,1,1,1,0,0,9.0,3.0,0.09,0.03,0.09,0.03,0.0,0.1162,0.0147,1.0,86,3.8193,,A person sitting on a shelf wearing jeans and sneakers. The background is plain white.
12.png,lora,1,1,1,1,1,1,1,5.3333,1.0,0.12,0.01,0.12,0.01,0.0,0.0409,0.1113,1.0,64,4.5842,,A person wearing wide-legged jeans in a modern interior setting.
120.png,lora,1,1,1,1,1,1,1,4.0,2.0,0.09,0.005,0.09,0.005,0.0,0.0169,0.002,1.0,103,4.644,,A woman wearing a light purple sleepwear set against a plain background. The lighting is soft and even.
121.png,lora,1,1,1,1,1,1,1,2.0,2.0,0.08,0.005,0.08,0.005,0.0,0.025,0.1481,1.0,130,4.7502,,"A person wearing Page & Tuttle Golf trousers standing with one hand in pocket, holding a golf club. The background is plain white."
122.png,lora,1,1,1,1,1,1,1,4.6667,1.0,0.105,0.01,0.105,0.01,0.0,0.0614,0.1064,1.0,98,4.5834,,"a man wearing black pants against a dark textured wall, gray floor tiles, soft lighting from above"
123.png,lora,1,1,1,1,1,0,0,3.6667,1.0,0.0825,0.01,0.0825,0.01,0.0,0.0411,0.0171,1.0,102,3.6292,,"a person wearing black pants standing indoors, holding a bag, with a checkered chair and marble floor."
124.png,lora,1,1,1,1,1,0,1,5.0,2.0,0.05,0.005,0.05,0.005,0.0,0.041,0.0011,1.0,109,4.0577,,A woman wearing brown knee-high boots against a neutral background. The scene is well-lit with soft lighting.
125.png,lora,1,1,1,1,1,1,1,5.3333,1.0,0.12,0.01,0.12,0.01,0.04,0.1161,0.1156,1.0,23,4.4302,,简洁的室内环境，木质地板和白色墙壁，植物点缀。
126.png,lora,1,1,1,2,1,0,1,4.6667,2.0,0.105,0.005,0.105,0.005,0.0476,0.1011,0.0419,1.0,179,4.2654,,A woman in a black Nike sweatshirt standing behind a red gift box with a traditional Chinese design. The background features a wooden wall with circular cutouts and warm lighting.
127.png,lora,1,1,0,2,0,0,0,4.3333,0.0,0.0975,0.0,0.0975,0.0,0.0,0.0801,-1.0,1.0,71,2.1937,,a young woman holding a book in front of a bookshelf filled with books.
128.png,lora,1,1,1,2,1,0,1,5.6667,1.0,0.1275,0.01,0.1275,0.01,0.0,0.0384,0.0673,1.0,91,3.5893,,"a woman holding a sunscreen tube, indoor setting with soft lighting and neutral background."
13.png,lora,1,1,1,2,1,0,0,3.3333,5.0,0.075,0.05,0.075,0.05,0.0,0.0658,0.0746,1.0,107,3.5381,,A young boy wearing formal attire standing against a plain background. The shoes are displayed prominently.
14.png,lora,1,1,1,1,1,1,1,5.3333,0.8,0.12,0.008,0.12,0.008,0.0,0.0718,0.029,1.0,94,4.5831,,"a baby sitting on a soft, fluffy surface with a pink background, conveying warmth and comfort."
15.png,lora,1,1,1,2,1,0,0,1.6667,5.0,0.15,0.05,0.1724,0.0314,0.0,0.0613,0.033,1.0,76,2.868,,"a woman holding a supplement box, soft lighting, pastel background, balloons"
16.png,lora,1,1,1,2,1,0,1,5.0,1.0,0.05,0.01,0.05,0.01,0.0,0.072,0.1283,1.0,34,3.9111,,一对父母推着婴儿车在户外散步，背景是湖泊和树木。天气晴朗，光线柔和。
17.png,lora,1,1,0,2,0,0,0,3.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0915,-1.0,1.0,67,1.7151,,"child holding a product box, indoor setting with neutral background"
18.png,lora,1,1,1,1,1,1,1,3.0,1.0,0.0675,0.01,0.0675,0.01,0.0,0.1435,0.0275,1.0,99,4.5762,,"a grassy field with a blurred background of trees and a wooden bench, soft lighting, eye-level shot"
19.png,lora,1,1,1,1,1,0,1,4.6667,1.0,0.105,0.01,0.105,0.01,0.0,0.081,0.0245,1.0,74,3.988,,"A woman wearing an orange jacket indoors, smiling and holding the hood up."
2.png,lora,1,1,1,2,1,0,0,3.3333,3.3333,0.075,0.075,0.075,0.075,0.0,0.0937,0.0371,1.0,21,3.1664,,简洁的灰色背景，模特穿着运动裤和白色上衣。
20.png,lora,1,1,1,1,1,1,1,1.3333,4.0,0.03,0.01,0.03,0.01,0.0,0.0541,0.0064,1.0,71,3.6825,,A woman wearing a light pink down jacket standing against a plain wall.
21.png,lora,1,1,1,1,1,0,1,3.3333,1.875,0.075,0.012,0.075,0.012,0.0,0.0594,0.0333,1.0,22,3.9192,,温馨的室内环境，柔和的灯光，婴儿床或地板上。
22.png,lora,1,1,1,2,1,1,1,4.0,1.0,0.09,0.01,0.09,0.01,0.0,0.0649,0.0031,1.0,98,4.6124,,A person wearing a pair of thermal underwear with a pocket on the side. The background is neutral.
23.png,lora,1,1,1,1,1,0,0,8.0,8.0,0.08,0.08,0.08,0.08,1.0,0.0214,0.0214,1.0,16,3.0069,,简洁的白色背景，突出产品和模特。
24.png,lora,1,1,1,1,1,1,1,6.0,6.0,0.06,0.06,0.06,0.06,0.0,0.0236,0.0471,1.0,103,4.5744,,"A woman wearing sunglasses and a white tank top, holding flowers, with green foliage in the background."
25.png,lora,1,1,1,1,1,0,1,5.3333,2.0,0.12,0.005,0.12,0.005,0.0,0.1024,0.0733,1.0,33,3.8574,,一个穿着睡衣的女性坐在床上，枕着一个白色枕头。背景是床头板和床单。
26.png,lora,1,1,0,2,0,1,0,5.3333,0.0,0.12,0.0,0.12,0.0,0.0,0.0149,-1.0,1.0,65,2.8171,,a woman wearing a light pink tank top against a plain background.
27.png,lora,1,1,1,2,1,0,0,3.2,5.0,0.2,0.05,0.2,0.05,0.25,0.1272,0.1186,1.0,130,3.255,,"A woman wearing a pair of olive green leggings, highlighting the high waist and full-length design. The background is plain white."
28.png,lora,1,1,1,1,1,0,0,3.0,2.0,0.27,0.045,0.27,0.045,0.0,0.0494,0.0134,0.0,75,3.3262,,"A man wearing a black T-shirt and cap, standing against a plain background."
29.png,lora,1,1,1,1,1,0,1,5.3333,1.0,0.12,0.01,0.12,0.01,0.0,0.0324,0.2126,1.0,27,3.869,,一位穿着牛仔喇叭裤的人站在室内，背景为浅色墙壁和地板。
3.png,lora,1,1,1,1,1,0,1,3.6667,1.0,0.0825,0.01,0.0825,0.01,0.0,0.0303,0.0969,1.0,109,4.0197,,A woman wearing a brown and green thermal underwear against a plain background. Soft lighting from the front.
30.png,lora,1,1,1,2,1,0,1,4.0,1.0,0.09,0.01,0.09,0.01,0.0,0.0743,0.0684,1.0,61,3.9937,,"A warm, neutral-toned background with a soft lighting effect."
31.png,lora,1,1,1,1,1,1,1,7.3333,1.6667,0.1056,0.006,0.1056,0.006,0.0,0.0249,0.1114,1.0,57,4.5059,,A baby sleeping on a blue U-shaped pillow on a white bed.
32.png,lora,1,1,1,1,1,1,1,4.6667,2.0,0.105,0.005,0.105,0.005,0.0,0.0689,0.1894,1.0,135,4.8648,,"A soft beige background with a cute cat hair styling tool on a white table. A young woman is holding the tool, showcasing its features."
33.png,lora,1,1,1,1,1,1,1,7.0,4.6667,0.07,0.105,0.07,0.105,0.25,0.0542,0.0503,1.0,14,4.1259,,灰色背景，模特穿着绿色短裤。
34.png,lora,1,1,1,1,1,0,1,3.3333,2.0,0.075,0.005,0.0296,0.0,0.0,0.0727,0.1196,1.0,115,4.0317,,"a child wearing thickened shark pants in a kitchen setting, with a focus on the pants' design and comfort features."
35.png,lora,1,1,1,1,1,0,0,9.0,1.0,0.09,0.09,0.09,0.09,0.0,0.0336,0.0341,1.0,88,3.585,,"a woman wearing a winter coat against a plain background, soft lighting, eye-level shot."
36.png,lora,1,1,1,1,1,0,1,2.6,1.3333,0.1625,0.03,0.1845,0.0469,0.1846,0.0387,0.0628,1.0,107,3.678,,A woman taking a mirror selfie in a stylish outfit. The background is a modern interior with warm lighting.
37.png,lora,1,1,1,1,1,0,1,5.0,1.5,0.05,0.015,0.05,0.015,0.0,0.1362,0.1698,1.0,92,4.2118,,"a grassy outdoor setting with two children wearing sweaters and pants, one holding a basket."
38.png,lora,1,1,1,3,1,0,1,4.6667,1.0,0.105,0.01,0.105,0.01,0.0,0.049,0.0165,1.0,80,4.0088,,"A woman wearing a beige thermal undergarment against a soft, blurred background."
39.png,lora,1,1,1,2,1,0,0,4.6667,1.0,0.105,0.01,0.105,0.01,0.0,0.114,0.0175,1.0,117,3.5696,,"A man playing tennis on an outdoor court with a bright, sunny day. The background is blurred to focus on the subject."
4.png,lora,1,1,1,2,1,1,0,4.6667,1.0,0.105,0.01,0.105,0.01,0.0,0.0658,0.0325,1.0,61,4.1955,,A woman sleeping on a white pillow in a cozy bedroom setting.
40.png,lora,1,1,1,1,1,0,1,3.0,2.0,0.1875,0.005,0.1642,0.0,0.0,0.0768,0.0019,1.0,101,3.5586,,A man wearing a black leather jacket against a plain white background. The lighting is soft and even.
41.png,lora,1,1,1,1,1,0,0,6.0,1.0,0.135,0.01,0.135,0.01,0.0,0.1192,0.1097,1.0,18,3.027,,一位穿着棕色外套的女性，背景为深色。
42.png,lora,1,1,1,1,1,1,1,2.6,0.8,0.1625,0.008,0.1625,0.008,0.0,0.1064,0.0663,1.0,84,4.0585,,"a baby wearing a yellow hat, holding a silicone teether, against a plain background."
43.png,lora,1,1,1,1,1,0,1,2.75,1.0,0.11,0.01,0.11,0.01,0.0,0.0627,0.0345,1.0,17,3.8518,,简洁灰色背景，突出裤子和品牌标志。
44.png,lora,1,1,1,2,1,0,1,4.3333,1.0,0.0975,0.0064,0.0975,0.0064,0.0,0.0693,0.1599,1.0,106,3.975,,"a warm, neutral background with two models wearing thermal underwear, highlighting the product's features."
45.png,lora,1,1,1,1,1,0,0,5.3333,1.0,0.12,0.01,0.12,0.01,0.0,0.0278,0.0333,1.0,88,3.6077,,"a person wearing jeans standing indoors, floor visible, some furniture in the background"
46.png,lora,1,1,1,2,1,1,1,3.5,1.0,0.14,0.01,0.2187,0.0156,0.0,0.0771,0.0761,0.0,34,3.9976,,一位老人和小孩在公园里骑着红色的电动代步车。背景是绿色的草地和树木。
47.png,lora,1,1,1,2,1,0,1,4.0,0.6667,0.09,0.015,0.09,0.015,0.0,0.0388,0.0126,1.0,18,3.8737,,一个室内跑步场景，背景为红色的墙壁。
48.png,lora,1,1,1,1,1,0,1,6.0,1.0,0.06,0.01,0.06,0.01,0.0,0.045,0.1711,1.0,30,3.9118,,一位年轻女性戴着黑色帽子，手持手机自拍。背景简洁，突出产品。
49.png,lora,1,1,1,1,1,0,1,17.0,1.0,0.0425,0.01,0.0425,0.01,0.0,0.0184,0.0686,1.0,18,3.9605,,简洁的白色背景，突出产品和促销信息。
5.png,lora,1,1,1,1,1,0,1,6.0,1.0,0.135,0.01,0.135,0.01,0.0,0.1071,0.0177,1.0,15,3.4527,,简洁灰色背景，突出裤子和品牌。
50.png,lora,1,1,1,2,1,0,1,4.0,2.0,0.09,0.02,0.09,0.02,0.0,0.0559,0.0054,1.0,65,4.2624,,Two women wearing a face mask shirt against a neutral background.
51.png,lora,1,1,1,1,1,1,0,5.3333,0.5,0.12,0.02,0.1143,0.0,0.0,0.0372,0.0646,1.0,97,4.1547,,"A close-up shot of a person wearing stylish eyewear, with a soft lighting and neutral background."
52.png,lora,1,1,1,1,1,0,0,5.3333,1.0,0.12,0.01,0.12,0.01,0.0,0.113,0.0591,1.0,57,3.4514,,A person holding a thick chopboard with a red background.
53.png,lora,1,1,1,1,1,0,1,5.8333,1.25,0.084,0.008,0.084,0.008,0.0,0.1231,0.0973,1.0,118,3.9639,,A person wearing brown corduroy pants and beige socks standing on a light-colored floor. The focus is on the sneakers.
54.png,lora,1,1,1,1,1,0,1,8.0,1.0,0.02,0.01,0.02,0.01,0.0,0.0535,0.0042,1.0,107,3.6681,,"A young woman wearing a cozy, warm sweater set against a neutral background. The lighting is soft and even."
55.png,lora,1,1,1,1,1,0,1,10.0,2.0,0.025,0.005,0.025,0.005,0.0,0.098,0.0405,1.0,84,3.6331,,"A woman wearing a beige knit sweater, close-up shot, soft lighting, eye-level angle."
56.png,lora,1,1,1,1,1,0,1,4.6667,2.0,0.105,0.005,0.105,0.005,0.0,0.0357,0.0208,1.0,111,4.0184,,"A woman wearing a beige undergarment with a delicate lace trim. The background is a neutral, soft-colored room."
57.png,lora,1,1,1,1,1,0,0,6.0,1.0,0.135,0.01,0.135,0.01,0.0,0.1683,0.0683,1.0,29,3.0059,,一位优雅的女性坐在户外，背景是绿色的草坪和树木，阳光明媚。
58.png,lora,1,1,1,1,1,0,1,5.5,1.0,0.055,0.01,0.055,0.01,0.1818,0.0177,0.0121,1.0,81,4.0271,,"a neutral background with soft lighting, eye-level camera angle, medium distance."
59.png,lora,1,1,1,1,1,0,0,4.0,0.5,0.09,0.02,0.09,0.02,0.0476,0.0396,0.0696,1.0,21,3.4498,,一位年轻女性手持一双运动鞋，背景简洁明亮。
6.png,lora,1,1,1,1,1,1,0,6.0,1.0,0.06,0.01,0.06,0.01,0.0,0.0341,0.0657,1.0,22,4.1394,,展示加绒鲨鱼裤的细节，突出其保暖和舒适特点。
60.png,lora,1,1,1,1,1,0,0,5.0,5.0,0.05,0.05,0.05,0.05,0.0,0.1341,0.0296,1.0,25,3.4236,,一位穿着白色卫衣的模特，背景为室内环境，光线柔和。
61.png,lora,1,1,1,1,1,0,0,7.0,10.0,0.07,0.025,0.07,0.025,0.0,0.0307,0.0097,1.0,113,3.5881,,"a woman wearing a pink robe and black lace bra in a bathroom setting, with a mirror and window in the background."
62.png,lora,1,1,1,1,1,1,1,3.3333,1.0,0.075,0.01,0.1,0.0138,0.0,0.0335,0.0373,1.0,201,4.9155,,"A young woman taking a mirror selfie in a cozy room, wearing a pink velvet sleepwear set. The background is a modern kitchen with dark cabinets and a light countertop. The lighting is soft and ambient."
63.png,lora,1,1,1,1,1,0,0,5.3333,1.0,0.12,0.01,0.12,0.01,0.0,0.0931,0.0659,1.0,116,3.562,,"A collage of children wearing glasses, with a red heart symbol and Chinese text promoting quality and baby products."
64.png,lora,1,1,1,1,1,0,0,4.0,3.0,0.09,0.03,0.1321,0.0,0.0,0.0567,0.0009,1.0,100,3.8433,,"A minimalist setting with a woman in a light dress, a small table with a plant, and a soft lighting."
65.png,lora,1,1,1,1,1,0,0,4.6667,5.0,0.105,0.05,0.105,0.05,0.0,0.0836,0.0709,1.0,70,3.5072,,A man wearing a black down jacket standing against a plain background.
66.png,lora,1,1,1,1,1,0,0,5.0,1.0,0.05,0.01,0.05,0.01,0.2,0.0955,0.0866,1.0,22,3.4654,,一位穿着传统服饰的女性，背景为中国古典建筑。
67.png,lora,1,1,1,1,1,0,1,4.3333,1.0,0.0975,0.01,0.0975,0.01,0.0,0.1187,0.0641,1.0,99,3.9627,,"A woman wearing a beige cable-knit sweater, standing in a clothing store with a blurred background."
68.png,lora,1,1,1,1,1,0,1,3.25,0.5,0.13,0.02,0.13,0.02,0.0714,0.1097,0.0415,1.0,82,3.4806,,a young man wearing a red sweater and sunglasses against a plain white background.
69.png,lora,1,1,1,1,1,0,1,4.5833,2.0,0.066,0.005,0.0,0.0,0.0,0.0549,0.0401,1.0,154,4.379,,"a person wearing a beige coat standing indoors, holding a brown leather handbag. The background includes a tiled floor, a wooden wall, and some furniture."
7.png,lora,1,1,1,1,1,0,1,3.3333,1.0,0.075,0.01,0.075,0.01,0.0,0.0876,0.1263,1.0,83,3.9847,,"a cozy bedroom setting with a white bed and pillows, soft lighting, neutral colors."
70.png,lora,1,1,1,1,1,0,1,4.6667,1.0,0.105,0.01,0.105,0.01,0.0,0.0571,0.0253,1.0,95,4.0022,,"a dark background with a woman holding two tubes of beauty drink, focus on the product and text"
71.png,lora,1,1,1,2,1,0,1,6.0,2.0,0.135,0.005,0.135,0.005,0.0,0.0261,0.1645,1.0,19,3.4744,,一位女性背对镜头，展示一个闪亮的发夹。
72.png,lora,1,1,1,1,1,0,0,4.6667,1.0,0.105,0.01,0.105,0.01,0.0,0.0418,0.0269,1.0,103,3.611,,"a close-up shot of a person's wrist wearing a smartwatch on a wooden surface, soft lighting from above."
73.png,lora,1,1,1,1,1,0,0,7.0,1.0,0.07,0.01,0.07,0.01,0.0,0.0241,0.0109,1.0,91,3.6494,,A woman wearing a white dress with a pearl chain shoulder strap. The background is neutral.
74.png,lora,1,1,1,2,1,1,1,4.6667,2.0,0.105,0.005,0.105,0.005,0.0,0.0594,0.0265,1.0,18,4.5031,,粉色背景，简洁明亮，突出产品和模特。
75.png,lora,1,1,1,1,1,1,1,4.6667,2.0,0.105,0.005,0.105,0.005,0.0,0.088,0.0132,1.0,173,4.8886,,"A pregnant woman sitting in a car, wearing a gray protective vest. The interior of the car is visible with orange leather seats and a window showing a blurred outdoor scene."
76.png,lora,1,1,1,1,1,0,0,6.0,1.0,0.06,0.01,0.06,0.01,0.0,0.0973,0.0198,1.0,104,3.6107,,"a snowy background with children wearing colorful winter clothes, soft lighting, eye-level camera angle."
77.png,lora,1,1,1,1,1,0,0,7.0,5.0,0.07,0.05,0.07,0.05,0.0,0.1444,0.0555,1.0,88,3.4983,,"A woman wearing a red floral blouse with a black bow tie, soft lighting, eye-level shot."
78.png,lora,1,1,1,1,1,0,1,6.0,1.0,0.135,0.01,0.135,0.01,0.0,0.1314,0.0315,1.0,107,3.5354,,a person wearing a beige crop top and light blue jeans standing in front of a bookshelf with various items.
79.png,lora,1,1,1,1,1,0,1,3.3333,1.6,0.075,0.004,0.075,0.004,0.0,0.0917,0.2025,1.0,27,3.87,,一位穿着深紫色卫衣的女性，背景为室内环境，有植物装饰。
8.png,lora,1,1,1,1,1,0,1,2.2,1.0,0.1375,0.01,0.1375,0.01,0.0727,0.0239,0.0372,1.0,82,3.4491,,"A child wearing black pants with a blue logo, standing against a plain background."
80.png,lora,1,1,1,2,1,1,1,6.5,0.8,0.065,0.008,0.065,0.008,0.0,0.1065,0.0931,1.0,104,4.588,,"A close-up of a person wearing a knee support bandage, focusing on the adjustable design and secure fit."
81.png,lora,1,1,1,1,1,0,0,4.6667,1.0,0.105,0.01,0.105,0.01,0.0,0.0284,0.0583,1.0,125,3.9128,,A woman wearing a dark blue knit sweater and matching skirt in a cozy indoor setting with wooden furniture and soft lighting.
82.png,lora,1,1,1,1,1,0,1,6.0,2.0,0.06,0.02,0.06,0.02,0.0,0.0687,0.008,1.0,102,4.2752,,"a cozy living room setting with a white sofa, soft lighting, and a relaxed woman wearing pink pajamas."
83.png,lora,1,1,1,1,1,1,1,5.3333,1.0,0.12,0.01,0.12,0.01,0.0,0.034,0.0406,1.0,121,4.9025,,"A beige background with three yoga mats in different colors (blue, purple, pink). A woman is practicing yoga on each mat."
84.png,lora,1,1,1,2,1,0,1,5.0,1.0,0.1125,0.01,0.0,0.0303,0.0,0.0791,0.0288,1.0,16,3.9516,,室内环境，衣架和储物箱作为背景。
85.png,lora,1,1,1,1,1,0,0,8.0,2.5,0.08,0.1,0.08,0.1,0.0,0.023,0.0216,1.0,91,3.5959,,"a man wearing a blue classic menswear shirt, soft lighting, eye-level shot, medium distance"
86.png,lora,1,1,1,2,1,1,1,5.3333,0.6667,0.12,0.015,0.12,0.015,0.0,0.0905,0.0418,1.0,13,4.4158,,城市天际线背景，清新自然。
87.png,lora,1,1,1,1,1,0,0,6.0,5.0,0.06,0.05,0.06,0.05,0.0,0.0915,0.0927,1.0,118,3.5296,,A baby lying on its back on a textured white blanket. The baby is wearing a light grey onesie with cartoon characters.
88.png,lora,1,1,1,1,1,0,0,6.0,1.0,0.06,0.01,0.06,0.01,0.0,0.0411,0.0035,1.0,87,3.6476,,"A close-up shot of a woman wearing a pearl necklace, focusing on the jewelry's details."
89.png,lora,1,1,1,1,1,0,0,5.3333,1.0,0.12,0.01,0.12,0.01,0.0,0.0376,0.0373,1.0,17,3.501,,简洁的室内环境，灰色地板和背景墙。
9.png,lora,1,1,1,2,1,0,0,5.5,5.0,0.055,0.05,0.055,0.05,0.0,0.0672,0.0655,1.0,63,3.5531,,A woman wearing a black winter coat against a plain background.
90.png,lora,1,1,0,2,0,0,0,6.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0762,-1.0,1.0,114,2.2223,,"A person in green scrubs holding a blue object, standing in front of a white wall with a wooden shelf and a plant."
91.png,lora,1,1,1,1,1,0,1,9.0,2.0,0.09,0.02,0.09,0.02,0.0,0.0603,0.0145,1.0,28,4.1579,,一个穿着黑色和白色拼接外套的青少年，背景是教室或办公室。
92.png,lora,1,1,1,1,1,0,0,4.5833,5.0,0.066,0.05,0.066,0.05,0.4321,0.0443,0.031,1.0,78,3.4796,,A person wearing jeans and a black jacket standing against a plain background.
93.png,lora,1,1,1,1,1,1,1,5.3333,2.5,0.12,0.016,0.12,0.016,0.0,0.0671,0.0255,1.0,121,5.1326,,A close-up of a person holding a pastel-colored coffee cup against a soft pink background. The lighting is soft and even.
94.png,lora,1,1,1,1,1,0,1,2.6,1.0,0.1625,0.01,0.1371,0.0237,0.0,0.0767,0.0628,1.0,104,3.4869,,A man wearing a green jacket against a blue sky with clouds. The jacket has a hood and multiple pockets.
95.png,lora,1,1,1,1,1,0,0,7.0,1.0,0.07,0.01,0.07,0.01,0.0,0.0607,0.1212,1.0,151,3.9053,,"A woman wearing a white down jacket with a light-colored inner lining, holding a black handbag. The background is a gradient from light gray to orange."
96.png,lora,1,1,1,1,1,0,1,4.6667,1.6,0.105,0.004,0.105,0.004,0.0,0.0884,0.0053,1.0,112,3.9904,,"a green background with a soft lighting, a close-up shot of a hand holding a sleepwear set, minimalistic design."
97.png,lora,1,1,1,1,1,0,1,5.3333,0.5,0.12,0.02,0.12,0.02,0.037,0.0677,0.0056,1.0,142,4.2269,,"A close-up shot of a woman wearing a red turtleneck sweater and a gold necklace. The background is blurred, focusing attention on the subject."
98.png,lora,1,1,1,1,1,0,0,5.3333,1.0,0.12,0.01,0.12,0.01,0.0,0.0596,0.0484,1.0,95,3.5856,,"A woman wearing a form-fitting beige top, standing indoors with a soft light source behind her."
99.png,lora,1,1,1,1,1,0,1,2.6,1.0,0.1625,0.01,0.1625,0.01,0.0615,0.0681,0.0991,1.0,101,3.4616,,"A casual outdoor setting with a plain background, soft lighting, and a focus on the subject's attire."
